audio_path,video_path,value
./data/binaural_audios/000385.wav,./data/frames/000385.mp4,82
./data/binaural_audios/000386.wav,./data/frames/000386.mp4,82
./data/binaural_audios/000387.wav,./data/frames/000387.mp4,82
./data/binaural_audios/000388.wav,./data/frames/000388.mp4,82
./data/binaural_audios/000389.wav,./data/frames/000389.mp4,82
./data/binaural_audios/000390.wav,./data/frames/000390.mp4,82
./data/binaural_audios/000391.wav,./data/frames/000391.mp4,82
./data/binaural_audios/000392.wav,./data/frames/000392.mp4,82
./data/binaural_audios/000393.wav,./data/frames/000393.mp4,82
./data/binaural_audios/000394.wav,./data/frames/000394.mp4,82
./data/binaural_audios/000395.wav,./data/frames/000395.mp4,82
./data/binaural_audios/000396.wav,./data/frames/000396.mp4,82
./data/binaural_audios/000397.wav,./data/frames/000397.mp4,82
./data/binaural_audios/000398.wav,./data/frames/000398.mp4,82
./data/binaural_audios/000399.wav,./data/frames/000399.mp4,82
./data/binaural_audios/000400.wav,./data/frames/000400.mp4,82
./data/binaural_audios/000401.wav,./data/frames/000401.mp4,82
./data/binaural_audios/000402.wav,./data/frames/000402.mp4,82
./data/binaural_audios/000403.wav,./data/frames/000403.mp4,82
./data/binaural_audios/000404.wav,./data/frames/000404.mp4,82
./data/binaural_audios/000405.wav,./data/frames/000405.mp4,82
./data/binaural_audios/000406.wav,./data/frames/000406.mp4,82
./data/binaural_audios/000407.wav,./data/frames/000407.mp4,82
./data/binaural_audios/000408.wav,./data/frames/000408.mp4,82
./data/binaural_audios/000409.wav,./data/frames/000409.mp4,82
./data/binaural_audios/000410.wav,./data/frames/000410.mp4,82
./data/binaural_audios/000411.wav,./data/frames/000411.mp4,82
./data/binaural_audios/000412.wav,./data/frames/000412.mp4,82
./data/binaural_audios/000413.wav,./data/frames/000413.mp4,82
./data/binaural_audios/000414.wav,./data/frames/000414.mp4,82
./data/binaural_audios/000415.wav,./data/frames/000415.mp4,82
./data/binaural_audios/000416.wav,./data/frames/000416.mp4,82
./data/binaural_audios/000417.wav,./data/frames/000417.mp4,82
./data/binaural_audios/000418.wav,./data/frames/000418.mp4,82
./data/binaural_audios/000419.wav,./data/frames/000419.mp4,82
./data/binaural_audios/000420.wav,./data/frames/000420.mp4,82
./data/binaural_audios/000421.wav,./data/frames/000421.mp4,82
./data/binaural_audios/000422.wav,./data/frames/000422.mp4,82
./data/binaural_audios/000423.wav,./data/frames/000423.mp4,82
./data/binaural_audios/000424.wav,./data/frames/000424.mp4,82
./data/binaural_audios/000425.wav,./data/frames/000425.mp4,82
./data/binaural_audios/000426.wav,./data/frames/000426.mp4,82
./data/binaural_audios/000427.wav,./data/frames/000427.mp4,82
./data/binaural_audios/000428.wav,./data/frames/000428.mp4,82
./data/binaural_audios/000429.wav,./data/frames/000429.mp4,82
./data/binaural_audios/000430.wav,./data/frames/000430.mp4,82
./data/binaural_audios/000431.wav,./data/frames/000431.mp4,82
./data/binaural_audios/000432.wav,./data/frames/000432.mp4,82
./data/binaural_audios/000433.wav,./data/frames/000433.mp4,82
./data/binaural_audios/000434.wav,./data/frames/000434.mp4,82
./data/binaural_audios/000435.wav,./data/frames/000435.mp4,82
./data/binaural_audios/000436.wav,./data/frames/000436.mp4,82
./data/binaural_audios/000437.wav,./data/frames/000437.mp4,82
./data/binaural_audios/000438.wav,./data/frames/000438.mp4,82
./data/binaural_audios/000439.wav,./data/frames/000439.mp4,82
./data/binaural_audios/000440.wav,./data/frames/000440.mp4,82
./data/binaural_audios/000441.wav,./data/frames/000441.mp4,82
./data/binaural_audios/000442.wav,./data/frames/000442.mp4,82
./data/binaural_audios/000443.wav,./data/frames/000443.mp4,82
./data/binaural_audios/000444.wav,./data/frames/000444.mp4,82
./data/binaural_audios/000445.wav,./data/frames/000445.mp4,82
./data/binaural_audios/000446.wav,./data/frames/000446.mp4,82
./data/binaural_audios/000447.wav,./data/frames/000447.mp4,82
./data/binaural_audios/000448.wav,./data/frames/000448.mp4,82
./data/binaural_audios/000449.wav,./data/frames/000449.mp4,82
./data/binaural_audios/000450.wav,./data/frames/000450.mp4,82
